province_code,province,population,lat,lon,fecha,numbers_cases,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
39,Cantabria,581078,43.46472,-3.80444,8/21/2020,81,81,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/21/2020,61,61,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/21/2020,7,7,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/21/2020,81,81,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/21/2020,78,78,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/21/2020,113,113,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/21/2020,22,22,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/21/2020,115,110,0,5,0,0
17,Girona,771044,41.9803112,2.7836476,8/21/2020,113,112,0,0,1,0
18,Granada,914678,37.1810095,-3.6262914,8/21/2020,85,85,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/21/2020,65,65,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/21/2020,10,10,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/21/2020,44,44,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/21/2020,35,35,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/21/2020,17,17,0,0,0,0
25,Lleida,434930,41.6184012,0.5849153,8/21/2020,131,126,0,0,5,0
27,Lugo,329587,43.0123411,-7.5915197,8/21/2020,27,27,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/21/2020,3912,3911,0,1,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/21/2020,302,302,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/21/2020,15,15,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/21/2020,284,284,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/21/2020,147,147,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/21/2020,16,16,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/21/2020,33,33,0,0,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/21/2020,198,198,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/21/2020,37,37,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/21/2020,69,69,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/21/2020,45,45,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/21/2020,42,42,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/21/2020,20,20,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/21/2020,93,93,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/21/2020,19,18,0,0,1,0
43,Tarragona,804664,41.1258642,1.2035638,8/21/2020,103,103,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/21/2020,14,14,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/21/2020,156,156,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/21/2020,396,396,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/21/2020,105,105,0,0,0,0
49,Zamora,172539,41.5038406,-5.7620457,8/21/2020,12,12,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/21/2020,219,219,0,0,0,0
2,Albacete,388167,38.99424,-1.85643,8/20/2020,54,54,0,0,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/20/2020,164,164,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/20/2020,119,119,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/20/2020,56,54,0,2,0,0
33,Asturias,1022800,43.36029,-5.84476,8/20/2020,32,32,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/20/2020,50,50,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/20/2020,43,43,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/20/2020,305,305,0,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/20/2020,1052,1051,0,0,1,0
48,Bizkaia,1152651,43.26271,-2.92528,8/20/2020,270,261,0,9,0,0
9,Burgos,356958,42.35022,-3.67527,8/20/2020,62,61,0,1,0,0
10,Caceres,394151,39.47649,-6.37224,8/20/2020,35,35,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/20/2020,93,93,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/20/2020,69,69,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/20/2020,53,53,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/20/2020,4,4,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/20/2020,56,56,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/20/2020,68,68,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/20/2020,143,143,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/20/2020,15,15,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/20/2020,148,147,0,1,0,0
17,Girona,771044,41.9803112,2.7836476,8/20/2020,88,87,0,0,1,0
18,Granada,914678,37.1810095,-3.6262914,8/20/2020,89,89,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/20/2020,50,50,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/20/2020,18,18,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/20/2020,61,61,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/20/2020,49,49,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/20/2020,50,49,0,0,1,0
25,Lleida,434930,41.6184012,0.5849153,8/20/2020,101,98,0,0,3,0
27,Lugo,329587,43.0123411,-7.5915197,8/20/2020,39,39,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/20/2020,2676,2676,0,0,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/20/2020,266,266,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/20/2020,9,9,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/20/2020,235,235,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/20/2020,102,102,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/20/2020,14,14,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/20/2020,27,26,0,1,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/20/2020,192,192,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/20/2020,24,24,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/20/2020,79,79,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/20/2020,90,90,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/20/2020,30,30,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/20/2020,24,24,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/20/2020,105,105,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/20/2020,20,20,0,0,0,0
43,Tarragona,804664,41.1258642,1.2035638,8/20/2020,110,110,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/20/2020,16,16,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/20/2020,168,168,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/20/2020,383,383,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/20/2020,127,126,0,0,1,0
49,Zamora,172539,41.5038406,-5.7620457,8/20/2020,19,19,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/20/2020,257,257,0,0,0,0
2,Albacete,388167,38.99424,-1.85643,8/19/2020,37,37,0,0,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/19/2020,176,176,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/19/2020,107,107,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/19/2020,144,139,0,5,0,0
33,Asturias,1022800,43.36029,-5.84476,8/19/2020,29,29,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/19/2020,42,42,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/19/2020,43,43,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/19/2020,305,305,0,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/19/2020,892,883,0,0,9,0
48,Bizkaia,1152651,43.26271,-2.92528,8/19/2020,389,379,0,10,0,0
9,Burgos,356958,42.35022,-3.67527,8/19/2020,55,55,0,0,0,0
10,Caceres,394151,39.47649,-6.37224,8/19/2020,53,53,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/19/2020,80,80,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/19/2020,58,58,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/19/2020,58,58,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/19/2020,0,0,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/19/2020,74,74,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/19/2020,79,79,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/19/2020,149,149,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/19/2020,17,17,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/19/2020,142,135,0,7,0,0
17,Girona,771044,41.9803112,2.7836476,8/19/2020,69,69,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,8/19/2020,76,76,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/19/2020,50,50,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/19/2020,9,9,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/19/2020,47,47,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/19/2020,33,33,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/19/2020,15,15,0,0,0,0
25,Lleida,434930,41.6184012,0.5849153,8/19/2020,81,80,0,0,1,0
27,Lugo,329587,43.0123411,-7.5915197,8/19/2020,32,32,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/19/2020,2935,2933,0,2,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/19/2020,215,215,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/19/2020,7,7,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/19/2020,205,205,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/19/2020,114,114,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/19/2020,11,11,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/19/2020,12,12,0,0,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/19/2020,156,156,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/19/2020,44,44,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/19/2020,87,87,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/19/2020,84,84,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/19/2020,29,29,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/19/2020,14,14,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/19/2020,131,131,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/19/2020,13,13,0,0,0,0
43,Tarragona,804664,41.1258642,1.2035638,8/19/2020,120,120,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/19/2020,18,18,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/19/2020,125,125,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/19/2020,351,351,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/19/2020,126,126,0,0,0,0
49,Zamora,172539,41.5038406,-5.7620457,8/19/2020,10,10,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/19/2020,269,269,0,0,0,0
2,Albacete,388167,38.99424,-1.85643,8/18/2020,45,45,0,0,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/18/2020,162,162,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/18/2020,142,142,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/18/2020,130,119,0,11,0,0
33,Asturias,1022800,43.36029,-5.84476,8/18/2020,30,30,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/18/2020,19,19,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/18/2020,33,33,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/18/2020,333,333,0,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/18/2020,980,978,0,0,2,0
48,Bizkaia,1152651,43.26271,-2.92528,8/18/2020,362,354,0,8,0,0
9,Burgos,356958,42.35022,-3.67527,8/18/2020,74,74,0,0,0,0
10,Caceres,394151,39.47649,-6.37224,8/18/2020,41,41,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/18/2020,99,99,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/18/2020,80,80,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/18/2020,59,59,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/18/2020,7,7,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/18/2020,57,57,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/18/2020,60,60,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/18/2020,155,155,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/18/2020,19,18,0,1,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/18/2020,113,108,0,5,0,0
17,Girona,771044,41.9803112,2.7836476,8/18/2020,78,76,0,0,2,0
18,Granada,914678,37.1810095,-3.6262914,8/18/2020,73,73,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/18/2020,55,55,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/18/2020,9,9,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/18/2020,42,42,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/18/2020,28,28,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/18/2020,14,14,0,0,0,0
25,Lleida,434930,41.6184012,0.5849153,8/18/2020,103,98,0,0,5,0
27,Lugo,329587,43.0123411,-7.5915197,8/18/2020,46,46,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/18/2020,2701,2700,0,1,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/18/2020,268,268,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/18/2020,8,8,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/18/2020,189,189,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/18/2020,103,103,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/18/2020,16,16,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/18/2020,17,17,0,0,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/18/2020,195,195,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/18/2020,31,31,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/18/2020,84,84,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/18/2020,54,54,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/18/2020,34,34,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/18/2020,29,29,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/18/2020,116,116,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/18/2020,16,16,0,0,0,0
43,Tarragona,804664,41.1258642,1.2035638,8/18/2020,131,131,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/18/2020,23,23,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/18/2020,115,115,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/18/2020,347,347,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/18/2020,109,109,0,0,0,0
49,Zamora,172539,41.5038406,-5.7620457,8/18/2020,13,13,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/18/2020,327,327,0,0,0,0
2,Albacete,388167,38.99424,-1.85643,8/17/2020,60,60,0,0,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/17/2020,178,178,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/17/2020,161,161,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/17/2020,131,127,0,4,0,0
33,Asturias,1022800,43.36029,-5.84476,8/17/2020,22,22,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/17/2020,18,18,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/17/2020,23,23,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/17/2020,377,377,0,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/17/2020,915,893,0,0,22,0
48,Bizkaia,1152651,43.26271,-2.92528,8/17/2020,434,419,0,15,0,0
9,Burgos,356958,42.35022,-3.67527,8/17/2020,119,119,0,0,0,0
10,Caceres,394151,39.47649,-6.37224,8/17/2020,24,24,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/17/2020,63,63,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/17/2020,61,61,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/17/2020,52,52,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/17/2020,15,15,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/17/2020,39,39,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/17/2020,55,55,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/17/2020,125,125,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/17/2020,17,17,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/17/2020,135,129,0,6,0,0
17,Girona,771044,41.9803112,2.7836476,8/17/2020,78,78,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,8/17/2020,67,67,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/17/2020,50,50,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/17/2020,5,5,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/17/2020,39,39,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/17/2020,23,23,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/17/2020,4,4,0,0,0,0
25,Lleida,434930,41.6184012,0.5849153,8/17/2020,124,123,0,0,1,0
27,Lugo,329587,43.0123411,-7.5915197,8/17/2020,80,80,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/17/2020,1532,1530,0,2,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/17/2020,256,256,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/17/2020,10,10,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/17/2020,222,222,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/17/2020,91,91,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/17/2020,22,22,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/17/2020,24,24,0,0,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/17/2020,209,209,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/17/2020,26,26,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/17/2020,75,75,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/17/2020,26,26,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/17/2020,27,27,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/17/2020,22,22,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/17/2020,86,86,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/17/2020,15,15,0,0,0,0
43,Tarragona,804664,41.1258642,1.2035638,8/17/2020,118,118,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/17/2020,24,24,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/17/2020,99,99,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/17/2020,341,341,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/17/2020,92,92,0,0,0,0
49,Zamora,172539,41.5038406,-5.7620457,8/17/2020,5,5,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/17/2020,276,276,0,0,0,0
2,Albacete,388167,38.99424,-1.85643,8/16/2020,44,43,0,0,1,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/16/2020,134,134,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/16/2020,98,98,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/16/2020,105,98,0,7,0,0
33,Asturias,1022800,43.36029,-5.84476,8/16/2020,24,24,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/16/2020,16,16,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/16/2020,27,27,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/16/2020,261,261,0,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/16/2020,536,535,0,0,1,0
48,Bizkaia,1152651,43.26271,-2.92528,8/16/2020,395,380,0,15,0,0
9,Burgos,356958,42.35022,-3.67527,8/16/2020,79,79,0,0,0,0
10,Caceres,394151,39.47649,-6.37224,8/16/2020,8,8,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/16/2020,52,52,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/16/2020,63,63,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/16/2020,32,32,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/16/2020,1,1,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/16/2020,19,19,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/16/2020,67,67,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/16/2020,81,81,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/16/2020,18,18,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/16/2020,77,71,0,6,0,0
17,Girona,771044,41.9803112,2.7836476,8/16/2020,55,55,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,8/16/2020,38,38,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/16/2020,31,31,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/16/2020,6,6,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/16/2020,23,23,0,0,0,0
23,Jaen,633564,37.780157,-3.8318846,8/16/2020,30,30,0,0,0,0
24,Leon,460001,42.6036635,-5.6124109,8/16/2020,3,3,0,0,0,0
25,Lleida,434930,41.6184012,0.5849153,8/16/2020,73,73,0,0,0,0
27,Lugo,329587,43.0123411,-7.5915197,8/16/2020,29,29,0,0,0,0
28,Madrid,6663394,40.4381311,-3.8196233,8/16/2020,941,938,0,3,0,0
29,Malaga,1661785,36.765025,-4.5642763,8/16/2020,224,224,0,0,0,0
52,Melilla,86487,35.2863161,-2.9620361,8/16/2020,4,4,0,0,0,0
30,Murcia,1493898,37.9805949,-1.1621949,8/16/2020,132,132,0,0,0,0
31,Navarra,654214,42.8157607,-1.6850412,8/16/2020,80,80,0,0,0,0
32,Ourense,307651,42.1926924,-8.11062,8/16/2020,19,19,0,0,0,0
34,PaLeoncia,160980,42.0088746,-4.5619734,8/16/2020,20,20,0,0,0,0
35,"Palmas, Las",1120406,28.117432,-15.4746368,8/16/2020,119,119,0,0,0,0
36,Pontevedra,942665,42.4338911,-8.6568553,8/16/2020,18,18,0,0,0,0
26,"Rioja, La",316798,42.2813011,-2.9669573,8/16/2020,55,55,0,0,0,0
37,Salamanca,330119,40.963498,-5.7042317,8/16/2020,38,38,0,0,0,0
38,Santa Cruz de Tenerife,1032983,28.4578914,-16.3213543,8/16/2020,27,27,0,0,0,0
40,Segovia,153129,40.9413097,-4.1472215,8/16/2020,22,22,0,0,0,0
41,Sevilla,1942389,37.3754865,-6.0250989,8/16/2020,48,48,0,0,0,0
42,Soria,88636,41.7671522,-2.4920887,8/16/2020,17,17,0,0,0,0
43,Tarragona,804664,41.1258642,1.2035638,8/16/2020,89,89,0,0,0,0
44,Teruel,134137,40.3450697,-1.1359845,8/16/2020,18,18,0,0,0,0
45,Toledo,694844,39.86232,-4.0694706,8/16/2020,68,68,0,0,0,0
46,Valencia/Valencia,2565124,39.4079665,-0.5015981,8/16/2020,203,203,0,0,0,0
47,Valladolid,519546,41.7034247,-4.9488985,8/16/2020,65,65,0,0,0,0
49,Zamora,172539,41.5038406,-5.7620457,8/16/2020,12,12,0,0,0,0
50,Zaragoza,964693,41.6517983,-0.9650214,8/16/2020,246,245,0,0,1,0
2,Albacete,388167,38.99424,-1.85643,8/15/2020,39,39,0,0,0,0
3,Alicante/Alacant,1858683,38.34517,-0.48149,8/15/2020,116,116,0,0,0,0
4,Ameria,716820,36.83814,-2.45974,8/15/2020,142,142,0,0,0,0
1,Araba/Alava,331549,42.8540156,-2.747198,8/15/2020,127,118,0,9,0,0
33,Asturias,1022800,43.36029,-5.84476,8/15/2020,29,29,0,0,0,0
5,Avila,157640,40.65724,-4.69951,8/15/2020,13,13,0,0,0,0
6,Badajoz,673559,38.87789,-6.97061,8/15/2020,15,15,0,0,0,0
7,"Balears, Illes",1149460,39.56939,2.65024,8/15/2020,288,287,1,0,0,0
8,Barcelona,5664579,41.38879,2.15899,8/15/2020,603,603,0,0,0,0
48,Bizkaia,1152651,43.26271,-2.92528,8/15/2020,324,315,0,9,0,0
9,Burgos,356958,42.35022,-3.67527,8/15/2020,66,66,0,0,0,0
10,Caceres,394151,39.47649,-6.37224,8/15/2020,13,13,0,0,0,0
11,Cadiz,1240155,36.52978,-6.29465,8/15/2020,92,92,0,0,0,0
39,Cantabria,581078,43.46472,-3.80444,8/15/2020,56,56,0,0,0,0
12,Castellon/Castello,579962,39.987491,-0.0655726,8/15/2020,32,32,0,0,0,0
51,Ceuta,84777,35.8891209,-5.3535454,8/15/2020,8,8,0,0,0,0
13,Ciudad Real,495761,38.9861052,-3.9620076,8/15/2020,29,29,0,0,0,0
14,Cordoba,782979,37.8916069,-4.8195049,8/15/2020,50,50,0,0,0,0
15,"Coruca, A",1119596,43.3619312,-8.4477033,8/15/2020,91,91,0,0,0,0
16,Cuenca,196329,40.0620325,-2.1830445,8/15/2020,14,14,0,0,0,0
20,Gipuzkoa,723576,43.145737,-2.4462068,8/15/2020,94,88,0,6,0,0
17,Girona,771044,41.9803112,2.7836476,8/15/2020,54,54,0,0,0,0
18,Granada,914678,37.1810095,-3.6262914,8/15/2020,43,43,0,0,0,0
19,Guadalajara,257762,40.6322214,-3.1906821,8/15/2020,40,40,0,0,0,0
21,Huelva,521870,37.270931,-6.97471,8/15/2020,4,4,0,0,0,0
22,Huesca,220461,42.1359368,-0.423358,8/15/2020,36,36,0,0,0,0
