region;value;age
Segovia;2403;48
Sevilla;31648;48
Soria;1317;48
Tarragona;12650;48
Teruel;1938;48
Toledo;11043;48
Valencia/Valencia;41828;48
Valladolid;8616;48
Zamora;2466;48
Zaragoza;15689;48
Ceuta;1221;48
Melilla;1081;48
Albacete;6231;49
Alicante/Alacant;29773;49
Almeria;10792;49
Araba/Alava;5184;49
Asturias;16143;49
Avila;2394;49
Badajoz;10367;49
Balears Illes;19365;49
Barcelona;87733;49
Bizkaia;18049;49
Burgos;5588;49
Caceres;5979;49
Cadiz;20493;49
Cantabria;9369;49
Castellon/Castello;9334;49
CiudadReal;7576;49
Cordoba;12065;49
CoruaA;17857;49
Cuenca;3094;49
Gipuzkoa;11063;49
Girona;11672;49
Granada;14068;49
Guadalajara;4269;49
Huelva;8565;49
Huesca;3436;49
Jaen;9714;49
Leon;7116;49
Lleida;6766;49
Lugo;4889;49
Madrid;107301;49
Malaga;26735;49
Murcia;23530;49
Navarra;10420;49
Ourense;4433;49
Palencia;2410;49
PalmasLas;20939;49
Pontevedra;15333;49
Rioja La;4940;49
Salamanca;5159;49
Santa Cruz de Tenerife;18512;49
Segovia;2440;49
Sevilla;31263;49
Soria;1388;49
Tarragona;12442;49
Teruel;1949;49
Toledo;10996;49
Valencia/Valencia;41103;49
Valladolid;8568;49
Zamora;2481;49
Zaragoza;15404;49
Ceuta;1218;49
Melilla;1137;49
Albacete;6326;50
Alicante/Alacant;29377;50
Almeria;10748;50
Araba/Alava;5177;50
Asturias;16034;50
Avila;2435;50
Badajoz;10457;50
Balears Illes;18938;50
Barcelona;85310;50
Bizkaia;17888;50
Burgos;5748;50
Caceres;6187;50
Cadiz;20197;50
Cantabria;9172;50
Castellon/Castello;9368;50
CiudadReal;7676;50
Cordoba;12150;50
CoruaA;17878;50
Cuenca;3199;50
Gipuzkoa;10946;50
Girona;11461;50
Granada;14331;50
Guadalajara;4245;50
Huelva;8616;50
Huesca;3406;50
Jaen;9886;50
Leon;7211;50
Lleida;6738;50
Lugo;5014;50
Madrid;105887;50
Malaga;26518;50
Murcia;23246;50
Navarra;10249;50
Ourense;4578;50
Palencia;2442;50
PalmasLas;20335;50
Pontevedra;15184;50
Rioja La;4880;50
Salamanca;5172;50
Santa Cruz de Tenerife;18164;50
Segovia;2466;50
Sevilla;31000;50
Soria;1399;50
Tarragona;12208;50
Teruel;1998;50
Toledo;10883;50
Valencia/Valencia;40551;50
Valladolid;8531;50
Zamora;2509;50
Zaragoza;15102;50
Ceuta;1155;50
Melilla;1123;50
Albacete;6284;51
Alicante/Alacant;29070;51
Almeria;10679;51
Araba/Alava;5163;51
Asturias;16200;51
Avila;2451;51
Badajoz;10622;51
Balears Illes;18642;51
Barcelona;84695;51
Bizkaia;17963;51
Burgos;5664;51
Caceres;6284;51
Cadiz;20324;51
Cantabria;9243;51
Castellon/Castello;9442;51
CiudadReal;7798;51
Cordoba;12468;51
CoruaA;17693;51
Cuenca;3239;51
Gipuzkoa;10994;51
Girona;11428;51
Granada;14616;51
Guadalajara;4225;51
Huelva;8628;51
Huesca;3360;51
Jaen;10175;51
Leon;7230;51
Lleida;6704;51
Lugo;5030;51
Madrid;104663;51
Malaga;26543;51
Murcia;23220;51
Navarra;10057;51
Ourense;4657;51
Palencia;2513;51
PalmasLas;19929;51
Pontevedra;15016;51
Rioja La;4864;51
Salamanca;5215;51
Santa Cruz de Tenerife;18104;51
Segovia;2499;51
Sevilla;31071;51
Soria;1415;51
Tarragona;12179;51
Teruel;2060;51
Toledo;10608;51
Valencia/Valencia;40618;51
Valladolid;8477;51
Zamora;2640;51
Zaragoza;15141;51
Ceuta;1152;51
Melilla;1114;51
Albacete;6185;52
Alicante/Alacant;28747;52
Almeria;10542;52
Araba/Alava;5140;52
Asturias;16260;52
Avila;2511;52
Badajoz;10611;52
Balears Illes;18312;52
Barcelona;83601;52
Bizkaia;18097;52
Burgos;5525;52
Caceres;6356;52
Cadiz;20077;52
Cantabria;9274;52
Castellon/Castello;9193;52
CiudadReal;7778;52
Cordoba;12608;52
CoruaA;17409;52
Cuenca;3220;52
Gipuzkoa;11032;52
Girona;11320;52
Granada;14603;52
Guadalajara;4111;52
Huelva;8348;52
Huesca;3384;52
Jaen;10072;52
Leon;7301;52
Lleida;6613;52
Lugo;5072;52
Madrid;102282;52
Malaga;26247;52
Murcia;23063;52
Navarra;9947;52
Ourense;4621;52
Palencia;2581;52
PalmasLas;19651;52
Pontevedra;14627;52
Rioja La;4823;52
Salamanca;5264;52
Santa Cruz de Tenerife;18068;52
Segovia;2547;52
Sevilla;30739;52
Soria;1457;52
Tarragona;12159;52
Teruel;2093;52
Toledo;10248;52
Valencia/Valencia;40262;52
Valladolid;8323;52
Zamora;2693;52
Zaragoza;14962;52
Ceuta;1195;52
Melilla;1162;52
Albacete;6171;53
Alicante/Alacant;28177;53
Almeria;10281;53
Araba/Alava;5085;53
Asturias;16074;53
Avila;2503;53
Badajoz;10587;53
Balears Illes;17896;53
Barcelona;81774;53
Bizkaia;18166;53
Burgos;5609;53
Caceres;6469;53
Cadiz;19665;53
Cantabria;9205;53
Castellon/Castello;8793;53
CiudadReal;7745;53
Cordoba;12363;53
CoruaA;17139;53
Cuenca;3142;53
Gipuzkoa;11023;53
Girona;11113;53
Granada;14498;53
Guadalajara;4003;53
Huelva;7921;53
Huesca;3377;53
Jaen;10147;53
Leon;7431;53
Lleida;6537;53
Lugo;5031;53
Madrid;99760;53
Malaga;25629;53
Murcia;22341;53
Navarra;9823;53
Ourense;4511;53
Palencia;2628;53
PalmasLas;19439;53
Pontevedra;14197;53
Rioja La;4706;53
Salamanca;5331;53
Santa Cruz de Tenerife;17845;53
Segovia;2511;53
Sevilla;30091;53
Soria;1456;53
Tarragona;11774;53
Teruel;2091;53
Toledo;10139;53
Valencia/Valencia;39338;53
Valladolid;8182;53
Zamora;2724;53
Zaragoza;14593;53
Ceuta;1176;53
Melilla;1148;53
Albacete;6295;54
Alicante/Alacant;28538;54
Almeria;10189;54
Araba/Alava;5099;54
Asturias;16438;54
Avila;2513;54
Badajoz;10894;54
Balears Illes;17651;54
Barcelona;81083;54
Bizkaia;18483;54
Burgos;5768;54
Caceres;6607;54
Cadiz;19723;54
Cantabria;9011;54
Castellon/Castello;8594;54
CiudadReal;7990;54
Cordoba;12694;54
CoruaA;17047;54
Cuenca;3167;54
Gipuzkoa;11105;54
Girona;11152;54
Granada;14642;54
Guadalajara;3942;54
Huelva;7860;54
Huesca;3399;54
Jaen;10682;54
Leon;7617;54
Lleida;6551;54
Lugo;5054;54
Madrid;98894;54
Malaga;25746;54
Murcia;21865;54
Navarra;9827;54
Ourense;4469;54
Palencia;2709;54
PalmasLas;19420;54
Pontevedra;13844;54
Rioja La;4722;54
Salamanca;5490;54
Santa Cruz de Tenerife;17731;54
Segovia;2580;54
Sevilla;30090;54
Soria;1490;54
Tarragona;11612;54
Teruel;2130;54
Toledo;10200;54
Valencia/Valencia;39208;54
Valladolid;8150;54
Zamora;2815;54
Zaragoza;14637;54
Ceuta;1234;54
Melilla;1127;54
Albacete;6234;55
Alicante/Alacant;28285;55
Almeria;9944;55
Araba/Alava;5018;55
Asturias;16463;55
Avila;2562;55
Badajoz;10819;55
Balears Illes;17148;55
Barcelona;78417;55
Bizkaia;18317;55
Burgos;5742;55
Caceres;6651;55
Cadiz;19147;55
Cantabria;8909;55
Castellon/Castello;8402;55
CiudadReal;7847;55
Cordoba;12704;55
CoruaA;16828;55
Cuenca;3263;55
Gipuzkoa;10935;55
Girona;10957;55
Granada;14196;55
Guadalajara;3846;55
Huelva;7770;55
Huesca;3423;55
Jaen;10470;55
Leon;7625;55
Lleida;6399;55
Lugo;5023;55
Madrid;96529;55
Malaga;25292;55
Murcia;21204;55
Navarra;9645;55
Ourense;4457;55
Palencia;2706;55
PalmasLas;18895;55
Pontevedra;13424;55
Rioja La;4695;55
Salamanca;5403;55
Santa Cruz de Tenerife;17229;55
Segovia;2586;55
Sevilla;29380;55
Soria;1478;55
Tarragona;11331;55
Teruel;2143;55
Toledo;9946;55
Valencia/Valencia;38168;55
Valladolid;8083;55
Zamora;2842;55
Zaragoza;14507;55
Ceuta;1223;55
Melilla;1081;55
Albacete;5936;56
Alicante/Alacant;26882;56
Almeria;9419;56
Araba/Alava;4849;56
Asturias;16274;56
Avila;2581;56
Badajoz;10369;56
Balears Illes;16242;56
Barcelona;74558;56
Bizkaia;17753;56
Burgos;5607;56
Caceres;6544;56
Cadiz;17981;56
Cantabria;8812;56
Castellon/Castello;8214;56
CiudadReal;7377;56
Cordoba;11979;56
CoruaA;16359;56
Cuenca;3200;56
Gipuzkoa;10475;56
Girona;10508;56
Granada;13375;56
Guadalajara;3661;56
Huelva;7331;56
Huesca;3365;56
Jaen;9846;56
Leon;7533;56
Lleida;6186;56
Lugo;5033;56
Madrid;92528;56
Malaga;24039;56
Murcia;19825;56
Navarra;9273;56
Ourense;4442;56
Palencia;2663;56
PalmasLas;17871;56
Pontevedra;13196;56
Rioja La;4579;56
Salamanca;5267;56
Santa Cruz de Tenerife;16511;56
Segovia;2472;56
Sevilla;27401;56
Soria;1439;56
Tarragona;10956;56
Teruel;2088;56
Toledo;9495;56
Valencia/Valencia;36356;56
Valladolid;7825;56
Zamora;2867;56
Zaragoza;13993;56
Ceuta;1130;56
Melilla;1037;56
Albacete;5712;57
Alicante/Alacant;26057;57
Almeria;9084;57
Araba/Alava;4746;57
Asturias;16280;57
Avila;2594;57
Badajoz;10045;57
Balears Illes;15448;57
Barcelona;72118;57
Bizkaia;17341;57
Burgos;5443;57
Caceres;6416;57
Cadiz;17313;57
Cantabria;8696;57
Castellon/Castello;7963;57
CiudadReal;7376;57
Cordoba;11511;57
CoruaA;16102;57
Cuenca;3093;57
Gipuzkoa;10295;57
Girona;10243;57
Granada;12986;57
Guadalajara;3494;57
Huelva;7008;57
Huesca;3256;57
Jaen;9596;57
Leon;7519;57
Lleida;6225;57
Lugo;5148;57
Madrid;88644;57
Malaga;22862;57
Murcia;18938;57
Navarra;9031;57
Ourense;4535;57
Palencia;2665;57
PalmasLas;16878;57
Pontevedra;13184;57
Rioja La;4530;57
Salamanca;5184;57
Santa Cruz de Tenerife;15866;57
Segovia;2423;57
Sevilla;25851;57
Soria;1417;57
Tarragona;10815;57
Teruel;2057;57
Toledo;9238;57
Valencia/Valencia;35313;57
Valladolid;7678;57
Zamora;2855;57
Zaragoza;13681;57
Ceuta;1096;57
Melilla;1033;57
Albacete;5672;58
Alicante/Alacant;25689;58
Almeria;9043;58
Araba/Alava;4671;58
Asturias;16427;58
Avila;2600;58
Badajoz;9912;58
Balears Illes;15317;58
Barcelona;70963;58
Bizkaia;17294;58
Burgos;5501;58
Caceres;6391;58
Cadiz;17140;58
Cantabria;8761;58
Castellon/Castello;7934;58
CiudadReal;7465;58
Cordoba;11401;58
CoruaA;16201;58
Cuenca;3130;58
Gipuzkoa;10309;58
Girona;10103;58
Granada;12885;58
Guadalajara;3404;58
Huelva;6905;58
Huesca;3204;58
Jaen;9652;58
Leon;7546;58
Lleida;6134;58
Lugo;5148;58
Madrid;86324;58
Malaga;22285;58
Murcia;18685;58
Navarra;8849;58
Ourense;4687;58
Palencia;2702;58
PalmasLas;16049;58
Pontevedra;13294;58
Rioja La;4535;58
Salamanca;5188;58
Santa Cruz de Tenerife;15205;58
Segovia;2347;58
Sevilla;25391;58
Soria;1406;58
Tarragona;10700;58
Teruel;2072;58
Toledo;9172;58
Valencia/Valencia;35113;58
Valladolid;7722;58
Zamora;2827;58
Zaragoza;13564;58
Ceuta;1110;58
Melilla;1051;58
Albacete;5595;59
Alicante/Alacant;25296;59
Almeria;8926;59
Araba/Alava;4603;59
Asturias;16653;59
Avila;2517;59
Badajoz;9658;59
Balears Illes;14958;59
Barcelona;70369;59
Bizkaia;17521;59
Burgos;5526;59
Caceres;6295;59
Cadiz;17067;59
Cantabria;8849;59
Castellon/Castello;7812;59
CiudadReal;7256;59
Cordoba;11154;59
CoruaA;16188;59
Cuenca;3050;59
Gipuzkoa;10309;59
Girona;9989;59
Granada;12665;59
Guadalajara;3322;59
Huelva;6783;59
Huesca;3192;59
Jaen;9302;59
Leon;7547;59
Lleida;5891;59
Lugo;5070;59
Madrid;84429;59
Malaga;22063;59
Murcia;18427;59
Navarra;8637;59
Ourense;4654;59
Palencia;2716;59
PalmasLas;15014;59
Pontevedra;13120;59
Rioja La;4550;59
Salamanca;5136;59
Santa Cruz de Tenerife;14521;59
Segovia;2335;59
Sevilla;24635;59
Soria;1381;59
Tarragona;10540;59
Teruel;2037;59
Toledo;9041;59
Valencia/Valencia;35127;59
Valladolid;7656;59
Zamora;2800;59
Zaragoza;13400;59
Ceuta;1112;59
Melilla;1043;59
Albacete;5315;60
Alicante/Alacant;24798;60
Almeria;8693;60
Araba/Alava;4500;60
Asturias;16503;60
Avila;2409;60
Badajoz;9269;60
Balears Illes;14266;60
Barcelona;69419;60
Bizkaia;17210;60
Burgos;5363;60
Caceres;6074;60
Cadiz;16705;60
Cantabria;8840;60
Castellon/Castello;7494;60
CiudadReal;6951;60
Cordoba;10948;60
CoruaA;15865;60
Cuenca;2834;60
Gipuzkoa;10145;60
Girona;9730;60
Granada;12463;60
Guadalajara;3201;60
Huelva;6665;60
Huesca;3135;60
Jaen;8936;60
Leon;7335;60
Lleida;5661;60
Lugo;4936;60
Madrid;81662;60
Malaga;21403;60
Murcia;17938;60
Navarra;8384;60
Ourense;4509;60
Palencia;2664;60
PalmasLas;14133;60
Pontevedra;12785;60
Rioja La;4358;60
Salamanca;4981;60
Santa Cruz de Tenerife;13629;60
Segovia;2290;60
Sevilla;23808;60
Soria;1342;60
Tarragona;10231;60
Teruel;1977;60
Toledo;8666;60
Valencia/Valencia;33953;60
Valladolid;7461;60
Zamora;2718;60
Zaragoza;13005;60
Ceuta;1039;60
Melilla;1014;60
Albacete;5027;61
Alicante/Alacant;24385;61
Almeria;8422;61
Araba/Alava;4398;61
Asturias;16387;61
Avila;2330;61
Badajoz;8782;61
Balears Illes;13873;61
Barcelona;68080;61
Bizkaia;16774;61
Burgos;5299;61
Caceres;5825;61
Cadiz;16350;61
Cantabria;8750;61
Castellon/Castello;7248;61
CiudadReal;6616;61
Cordoba;10597;61
CoruaA;15614;61
Cuenca;2665;61
Gipuzkoa;9782;61
Girona;9460;61
Granada;12124;61
Guadalajara;3045;61
Huelva;6529;61
Huesca;3033;61
Jaen;8611;61
Leon;7194;61
Lleida;5433;61
Lugo;4823;61
Madrid;79570;61
Malaga;20844;61
Murcia;17256;61
Navarra;8255;61
Ourense;4430;61
Palencia;2673;61
PalmasLas;13644;61
Pontevedra;12517;61
Rioja La;4203;61
Salamanca;4878;61
Santa Cruz de Tenerife;13120;61
Segovia;2179;61
Sevilla;23497;61
Soria;1283;61
Tarragona;9993;61
Teruel;1932;61
Toledo;8361;61
Valencia/Valencia;32449;61
Valladolid;7329;61
Zamora;2653;61
Zaragoza;12711;61
Ceuta;981;61
Melilla;983;61
Albacete;4526;62
Alicante/Alacant;23168;62
Almeria;7789;62
Araba/Alava;4285;62
Asturias;16124;62
Avila;2214;62
Badajoz;8101;62
Balears Illes;13179;62
Barcelona;64952;62
Bizkaia;16145;62
Burgos;5107;62
Caceres;5380;62
Cadiz;15259;62
Cantabria;8356;62
Castellon/Castello;6805;62
CiudadReal;6094;62
Cordoba;9819;62
CoruaA;15216;62
Cuenca;2424;62
Gipuzkoa;9505;62
Girona;9024;62
Granada;11180;62
Guadalajara;2872;62
Huelva;6024;62
Huesca;2892;62
Jaen;8016;62
Leon;7051;62
Lleida;5152;62
Lugo;4720;62
Madrid;75942;62
Malaga;19833;62
Murcia;15819;62
Navarra;8033;62
Ourense;4317;62
Palencia;2636;62
PalmasLas;13063;62
Pontevedra;12235;62
Rioja La;4110;62
Salamanca;4660;62
Santa Cruz de Tenerife;12859;62
Segovia;2089;62
Sevilla;22040;62
Soria;1192;62
Tarragona;9550;62
Teruel;1806;62
Toledo;7905;62
Valencia/Valencia;30885;62
Valladolid;7183;62
Zamora;2606;62
Zaragoza;12261;62
Ceuta;897;62
Melilla;918;62
Albacete;4101;63
Alicante/Alacant;22230;63
Almeria;7309;63
Araba/Alava;4135;63
Asturias;15456;63
Avila;2116;63
Badajoz;7579;63
Balears Illes;12506;63
Barcelona;61837;63
Bizkaia;15261;63
Burgos;4780;63
Caceres;5004;63
Cadiz;14177;63
Cantabria;7865;63
Castellon/Castello;6563;63
CiudadReal;5483;63
Cordoba;9187;63
CoruaA;14581;63
Cuenca;2214;63
Gipuzkoa;9132;63
Girona;8727;63
Granada;10326;63
Guadalajara;2725;63
Huelva;5636;63
Huesca;2768;63
Jaen;7440;63
Leon;6672;63
Lleida;4852;63
Lugo;4596;63
Madrid;71935;63
Malaga;18858;63
Murcia;14617;63
Navarra;7598;63
Ourense;4083;63
Palencia;2507;63
PalmasLas;12609;63
Pontevedra;11914;63
Rioja La;3855;63
Salamanca;4390;63
Santa Cruz de Tenerife;12443;63
Segovia;1948;63
Sevilla;20627;63
Soria;1098;63
Tarragona;9261;63
Teruel;1669;63
Toledo;7348;63
Valencia/Valencia;29451;63
Valladolid;6889;63
Zamora;2509;63
Zaragoza;11721;63
Ceuta;850;63
Melilla;830;63
Albacete;3960;64
Alicante/Alacant;21519;64
Almeria;7046;64
Araba/Alava;3980;64
Asturias;14817;64
Avila;1990;64
Badajoz;7129;64
Balears Illes;12070;64
Barcelona;59867;64
Bizkaia;14583;64
Burgos;4572;64
Caceres;4769;64
Cadiz;13525;64
Cantabria;7564;64
Castellon/Castello;6374;64
CiudadReal;5135;64
Cordoba;8743;64
CoruaA;14147;64
Cuenca;2083;64
Gipuzkoa;8710;64
Girona;8515;64
Granada;9811;64
Guadalajara;2549;64
Huelva;5364;64
Huesca;2642;64
Jaen;6795;64
Leon;6291;64
Lleida;4679;64
Lugo;4470;64
Madrid;68588;64
Malaga;18270;64
Murcia;14053;64
Navarra;7208;64
Ourense;4040;64
Palencia;2330;64
PalmasLas;12099;64
Pontevedra;11481;64
Rioja La;3665;64
Salamanca;4211;64
Santa Cruz de Tenerife;11985;64
Segovia;1810;64
Sevilla;19699;64
Soria;1025;64
Tarragona;9112;64
Teruel;1524;64
Toledo;6910;64
Valencia/Valencia;28341;64
Valladolid;6547;64
Zamora;2383;64
Zaragoza;11165;64
Ceuta;807;64
Melilla;747;64
Albacete;3897;65
Alicante/Alacant;20916;65
Almeria;6808;65
Araba/Alava;3873;65
Asturias;14542;65
Avila;1893;65
Badajoz;6962;65
Balears Illes;11678;65
Barcelona;58782;65
Bizkaia;14144;65
Burgos;4489;65
Caceres;4669;65
Cadiz;13130;65
Cantabria;7379;65
Castellon/Castello;6060;65
CiudadReal;5102;65
Cordoba;8509;65
CoruaA;14000;65
Cuenca;2021;65
Gipuzkoa;8600;65
Girona;8180;65
Granada;9525;65
Guadalajara;2394;65
Huelva;5085;65
Huesca;2552;65
Jaen;6705;65
Leon;6014;65
Lleida;4618;65
Lugo;4403;65
Madrid;66414;65
Malaga;17732;65
Murcia;13660;65
Navarra;7001;65
Ourense;4152;65
Palencia;2225;65
PalmasLas;11574;65
Pontevedra;11270;65
Rioja La;3564;65
Salamanca;4097;65
Santa Cruz de Tenerife;11555;65
Segovia;1714;65
Sevilla;19255;65
Soria;1058;65
Tarragona;8831;65
Teruel;1516;65
Toledo;6586;65
Valencia/Valencia;27458;65
Valladolid;6371;65
Zamora;2329;65
Zaragoza;10700;65
Ceuta;754;65
Melilla;684;65
Albacete;3869;66
Alicante/Alacant;21312;66
Almeria;6746;66
Araba/Alava;3846;66
Asturias;14399;66
Avila;1901;66
Badajoz;6976;66
Balears Illes;11606;66
Barcelona;58431;66
Bizkaia;13999;66
Burgos;4406;66
Caceres;4641;66
Cadiz;13165;66
Cantabria;7280;66
Castellon/Castello;6098;66
CiudadReal;5199;66
Cordoba;8335;66
CoruaA;14042;66
Cuenca;2075;66
Gipuzkoa;8606;66
Girona;8018;66
Granada;9317;66
Guadalajara;2291;66
Huelva;5047;66
Huesca;2520;66
Jaen;6756;66
Leon;5859;66
Lleida;4586;66
Lugo;4310;66
Madrid;65732;66
Malaga;17564;66
Murcia;13543;66
Navarra;6925;66
Ourense;4161;66
Palencia;2199;66
PalmasLas;11476;66
Pontevedra;11225;66
Rioja La;3461;66
Salamanca;3991;66
Santa Cruz de Tenerife;11071;66
Segovia;1653;66
Sevilla;19323;66
Soria;1043;66
Tarragona;8824;66
Teruel;1569;66
Toledo;6554;66
Valencia/Valencia;27533;66
Valladolid;6371;66
Zamora;2359;66
Zaragoza;10708;66
Ceuta;710;66
Melilla;662;66
Albacete;3635;67
Alicante/Alacant;20988;67
Almeria;6531;67
Araba/Alava;3701;67
Asturias;13758;67
Avila;1843;67
Badajoz;6813;67
Balears Illes;11200;67
Barcelona;56410;67
Bizkaia;13316;67
Burgos;4209;67
Caceres;4351;67
Cadiz;12469;67
Cantabria;6980;67
Castellon/Castello;6025;67
CiudadReal;4873;67
Cordoba;7723;67
CoruaA;13570;67
Cuenca;1998;67
Gipuzkoa;8371;67
Girona;7714;67
Granada;8885;67
Guadalajara;2118;67
Huelva;4919;67
Huesca;2354;67
Jaen;6060;67
Leon;5679;67
Lleida;4299;67
Lugo;4065;67
Madrid;63151;67
Malaga;16967;67
Murcia;13096;67
Navarra;6732;67
Ourense;4031;67
Palencia;2055;67
PalmasLas;11156;67
Pontevedra;10716;67
Rioja La;3319;67
Salamanca;3811;67
Santa Cruz de Tenerife;10717;67
Segovia;1565;67
Sevilla;18549;67
Soria;947;67
Tarragona;8579;67
Teruel;1430;67
Toledo;6318;67
Valencia/Valencia;26729;67
Valladolid;6166;67
Zamora;2222;67
Zaragoza;10415;67
Ceuta;619;67
Melilla;607;67
Albacete;3495;68
Alicante/Alacant;20164;68
Almeria;6140;68
Araba/Alava;3545;68
Asturias;13208;68
Avila;1752;68
Badajoz;6328;68
Balears Illes;10465;68
Barcelona;53701;68
Bizkaia;12928;68
Burgos;4020;68
Caceres;4010;68
Cadiz;11353;68
Cantabria;6761;68
Castellon/Castello;5711;68
CiudadReal;4582;68
Cordoba;6744;68
CoruaA;13098;68
Cuenca;1904;68
Gipuzkoa;8143;68
Girona;7394;68
Granada;8395;68
Guadalajara;2067;68
Huelva;4654;68
Huesca;2208;68
Jaen;5339;68
Leon;5510;68
Lleida;4071;68
Lugo;3963;68
Madrid;60817;68
Malaga;15893;68
Murcia;12490;68
Navarra;6457;68
Ourense;4012;68
Palencia;1970;68
PalmasLas;10461;68
Pontevedra;10377;68
Rioja La;3201;68
Salamanca;3736;68
Santa Cruz de Tenerife;10459;68
Segovia;1528;68
Sevilla;16870;68
Soria;954;68
Tarragona;8053;68
Teruel;1362;68
Toledo;6000;68
Valencia/Valencia;25428;68
Valladolid;6093;68
Zamora;2114;68
Zaragoza;9943;68
Ceuta;574;68
Melilla;541;68
Albacete;3538;69
Alicante/Alacant;20116;69
Almeria;5941;69
Araba/Alava;3639;69
Asturias;13283;69
Avila;1770;69
Badajoz;6172;69
Balears Illes;10288;69
Barcelona;54201;69
Bizkaia;13255;69
Burgos;4016;69
Caceres;3927;69
Cadiz;11040;69
Cantabria;6721;69
Castellon/Castello;5681;69
CiudadReal;4730;69
Cordoba;6767;69
CoruaA;13429;69
Cuenca;1956;69
Gipuzkoa;8240;69
Girona;7240;69
Granada;8290;69
Guadalajara;2082;69
Huelva;4574;69
Huesca;2264;69
Jaen;5492;69
Leon;5432;69
Lleida;4072;69
Lugo;4032;69
Madrid;61419;69
Malaga;15817;69
Murcia;12166;69
Navarra;6434;69
Ourense;4182;69
Palencia;1959;69
PalmasLas;10022;69
Pontevedra;10881;69
Rioja La;3212;69
Salamanca;3839;69
Santa Cruz de Tenerife;10100;69
Segovia;1534;69
Sevilla;16505;69
Soria;978;69
Tarragona;8004;69
Teruel;1379;69
Toledo;6030;69
Valencia/Valencia;25305;69
Valladolid;6202;69
Zamora;2206;69
Zaragoza;9991;69
Ceuta;563;69
Melilla;513;69
Albacete;3665;70
Alicante/Alacant;20763;70
Almeria;6080;70
Araba/Alava;3740;70
Asturias;13543;70
Avila;1832;70
Badajoz;6671;70
Balears Illes;10596;70
Barcelona;56857;70
Bizkaia;13427;70
Burgos;4055;70
Caceres;3996;70
Cadiz;11609;70
Cantabria;6751;70
Castellon/Castello;5923;70
CiudadReal;4968;70
Cordoba;7644;70
CoruaA;13908;70
Cuenca;1993;70
Gipuzkoa;8474;70
Girona;7440;70
Granada;8575;70
Guadalajara;2025;70
Huelva;4831;70
Huesca;2356;70
Jaen;6062;70
Leon;5505;70
Lleida;4120;70
Lugo;4034;70
Madrid;63846;70
Malaga;16700;70
Murcia;12445;70
Navarra;6634;70
Ourense;4241;70
Palencia;1922;70
PalmasLas;9670;70
Pontevedra;11290;70
Rioja La;3294;70
Salamanca;3935;70
Santa Cruz de Tenerife;9818;70
Segovia;1557;70
Sevilla;17590;70
Soria;927;70
Tarragona;8304;70
Teruel;1362;70
Toledo;6161;70
Valencia/Valencia;25898;70
Valladolid;6365;70
Zamora;2334;70
Zaragoza;10216;70
Ceuta;526;70
Melilla;467;70
Albacete;3512;71
Alicante/Alacant;20583;71
Almeria;5980;71
Araba/Alava;3559;71
Asturias;13036;71
Avila;1795;71
Badajoz;6614;71
Balears Illes;10292;71
Barcelona;55332;71
Bizkaia;12859;71
Burgos;3880;71
Caceres;3821;71
Cadiz;11244;71
Cantabria;6500;71
Castellon/Castello;5714;71
CiudadReal;4822;71
Cordoba;7472;71
CoruaA;13364;71
Cuenca;1890;71
Gipuzkoa;8247;71
Girona;7334;71
Granada;8337;71
Guadalajara;1917;71
Huelva;4831;71
Huesca;2237;71
Jaen;5842;71
Leon;5268;71
Lleida;4027;71
Lugo;3939;71
Madrid;61898;71
Malaga;16584;71
Murcia;12151;71
Navarra;6478;71
Ourense;4102;71
Palencia;1833;71
PalmasLas;9157;71
Pontevedra;10449;71
Rioja La;3176;71
Salamanca;3764;71
Santa Cruz de Tenerife;9489;71
Segovia;1475;71
Sevilla;17238;71
Soria;865;71
Tarragona;8100;71
Teruel;1321;71
Toledo;6005;71
Valencia/Valencia;25087;71
Valladolid;6132;71
Zamora;2248;71
Zaragoza;9940;71
Ceuta;506;71
Melilla;421;71
Albacete;3126;72
Alicante/Alacant;19254;72
Almeria;5581;72
Araba/Alava;3354;72
Asturias;12364;72
Avila;1663;72
Badajoz;5796;72
Balears Illes;9496;72
Barcelona;50698;72
Bizkaia;12077;72
Burgos;3653;72
Caceres;3621;72
Cadiz;10313;72
Cantabria;5988;72
Castellon/Castello;5239;72
CiudadReal;4206;72
Cordoba;6487;72
CoruaA;12865;72
Cuenca;1707;72
Gipuzkoa;7876;72
Girona;6640;72
Granada;7647;72
Guadalajara;1757;72
Huelva;4267;72
Huesca;2107;72
Jaen;4964;72
Leon;4992;72
Lleida;3765;72
Lugo;3859;72
Madrid;56347;72
Malaga;15437;72
Murcia;11333;72
Navarra;6097;72
Ourense;4042;72
Palencia;1673;72
PalmasLas;8710;72
Pontevedra;9940;72
Rioja La;2987;72
Salamanca;3529;72
Santa Cruz de Tenerife;9203;72
Segovia;1377;72
Sevilla;15660;72
Soria;876;72
Tarragona;7519;72
Teruel;1258;72
Toledo;5439;72
Valencia/Valencia;23174;72
Valladolid;5474;72
Zamora;1963;72
Zaragoza;9432;72
Ceuta;486;72
Melilla;386;72
Albacete;3094;73
Alicante/Alacant;18364;73
Almeria;5258;73
Araba/Alava;3349;73
Asturias;12234;73
Avila;1646;73
Badajoz;5631;73
Balears Illes;9127;73
Barcelona;50338;73
Bizkaia;12015;73
Burgos;3635;73
Caceres;3720;73
Cadiz;10289;73
Cantabria;5638;73
